team1.win,team1.composition.champion1,team1.composition.champion1_items,team1.composition.champion2,team1.composition.champion2_items,team1.composition.champion3,team1.composition.champion3_items,team1.composition.champion4,team1.composition.champion4_items,team1.composition.champion5,team1.composition.champion5_items,team2.win,team2.composition.champion6,team2.composition.champion6_items,team2.composition.champion7,team2.composition.champion7_items,team2.composition.champion8,team2.composition.champion8_items,team2.composition.champion9,team2.composition.champion9_items,team2.composition.champion10,team2.composition.champion10_items
False,Blitzcrank,"[3190, 2055, 3860, 3076, 3047, 0, 3364]",Kaisa,"[3006, 2031, 6671, 6676, 3123, 3086, 3363]",Ryze,"[3040, 2420, 6656, 3020, 1029, 2055, 3363]",Sejuani,"[6662, 2031, 2055, 3047, 1029, 8001, 3364]",Gangplank,"[2033, 3078, 3047, 3123, 6695, 1028, 3340]",True,Sona,"[3158, 6617, 1052, 3853, 2055, 1004, 3364]",Draven,"[0, 0, 0, 0, 0, 0, 3363]",Kayle,"[3115, 3111, 0, 1055, 1028, 0, 3340]",RekSai,"[3111, 2031, 3814, 1028, 0, 6693, 3364]",Yone,"[2031, 3006, 3086, 1054, 6673, 1018, 3340]"
True,Seraphine,"[3158, 6617, 3853, 3114, 1052, 2055, 3364]",Jhin,"[6676, 3086, 2015, 3009, 6671, 0, 3363]",Cassiopeia,"[3157, 6653, 4630, 0, 1082, 3070, 3340]",LeeSin,"[2031, 6630, 2055, 3047, 3071, 3133, 3340]",Nasus,"[1054, 3193, 3047, 6632, 1029, 1029, 3340]",False,Rakan,"[3860, 2055, 2065, 3158, 3916, 4642, 3364]",Caitlyn,"[1055, 6691, 6676, 3006, 3086, 1042, 3363]",Zed,"[6692, 6694, 6695, 3158, 3814, 1036, 3364]",Sejuani,"[3047, 3001, 3082, 0, 6662, 0, 3364]",Darius,"[3078, 2033, 3071, 3047, 3123, 0, 3363]"
False,Lulu,"[2055, 3158, 3860, 3011, 3114, 2065, 3364]",Tristana,"[3046, 3026, 1018, 3006, 6672, 3091, 3363]",TwistedFate,"[3157, 3094, 6656, 3041, 3158, 0, 3363]",Sejuani,"[3109, 3067, 2055, 3047, 3001, 6662, 3364]",Darius,"[3193, 3082, 1057, 3047, 3053, 3078, 3363]",True,Swain,"[3853, 3157, 4637, 6653, 3020, 0, 3364]",Syndra,"[3020, 1058, 3135, 0, 6655, 4628, 3363]",Akshan,"[6672, 3091, 1037, 3111, 1053, 1043, 3363]",LeeSin,"[3026, 2422, 3814, 6694, 6692, 0, 3340]",DrMundo,"[3143, 3076, 3047, 3065, 3068, 1028, 3364]"
False,Morgana,"[3158, 2065, 3157, 3853, 2055, 3011, 3364]",Caitlyn,"[3035, 6671, 1018, 3006, 3031, 3095, 3363]",Sylas,"[3158, 3157, 6656, 4629, 1056, 1058, 3364]",Evelynn,"[3152, 1058, 3041, 3089, 3135, 3020, 3363]",Rengar,"[3047, 3071, 6630, 1054, 3077, 1011, 3364]",True,Nautilus,"[3860, 2031, 3190, 3047, 3076, 0, 3364]",Tristana,"[1038, 6672, 2055, 1037, 3006, 3046, 3363]",Jayce,"[3042, 3158, 1036, 6692, 6609, 3134, 3363]",Viego,"[3111, 3091, 6632, 3211, 3067, 0, 3364]",Kennen,"[3089, 0, 3152, 3020, 3135, 3191, 3363]"
False,Rell,"[8001, 3860, 0, 3047, 3105, 3067, 3364]",Aphelios,"[3031, 6673, 3006, 6676, 1036, 2055, 3363]",Sylas,"[6656, 2033, 3157, 1058, 3158, 3082, 3363]",XinZhao,"[6630, 3143, 3044, 3047, 0, 6333, 3364]",Graves,"[3508, 6673, 3031, 3111, 1055, 1018, 3363]",True,Trundle,"[8001, 3857, 2403, 1033, 3047, 3067, 3364]",Jhin,"[6671, 3031, 1018, 3009, 6676, 1055, 3363]",Lucian,"[6671, 6694, 2055, 3133, 3006, 3123, 3363]",Evelynn,"[3152, 3089, 3135, 1082, 3020, 0, 3340]",Malphite,"[3047, 2033, 3082, 3075, 3067, 3068, 3340]"
False,Alistar,"[3050, 3067, 3190, 3859, 2055, 3117, 3364]",Yasuo,"[3031, 6673, 3033, 0, 3006, 0, 3340]",Cassiopeia,"[0, 1052, 1082, 6653, 3040, 4629, 3340]",Ekko,"[3152, 2031, 3020, 3041, 3115, 1058, 3364]",Gangplank,"[3158, 6632, 3053, 3004, 2033, 1036, 3363]",True,Sett,"[6631, 3047, 3855, 0, 2055, 0, 3364]",Samira,"[1055, 6673, 1036, 3047, 1036, 1018, 3340]",Ornn,"[2033, 3068, 3047, 1028, 0, 0, 3340]",LeeSin,"[0, 2031, 3111, 6692, 3134, 1028, 3340]",Ziggs,"[6653, 3020, 3070, 1052, 1058, 1082, 3340]"
False,Lulu,"[3853, 2065, 2055, 3504, 3114, 3158, 3364]",Aphelios,"[6673, 3006, 3026, 3031, 3085, 6676, 3363]",Ryze,"[3157, 6656, 3110, 3040, 1058, 3020, 3363]",XinZhao,"[6630, 2055, 3026, 3047, 3053, 0, 3364]",Aatrox,"[2420, 3053, 6630, 1054, 3111, 3133, 3340]",True,Bard,"[2065, 3114, 3853, 3117, 3067, 3011, 3364]",Ashe,"[1055, 3006, 3085, 3091, 0, 6673, 3363]",Lucian,"[6671, 6676, 1038, 6695, 6694, 3047, 3363]",Trundle,"[1031, 3053, 6632, 3066, 3075, 3047, 3364]",Teemo,"[4633, 3165, 3157, 1011, 3006, 3115, 3364]"
False,Trundle,"[3857, 8001, 3105, 1028, 0, 3047, 3364]",Yasuo,"[3006, 2421, 6673, 1031, 3031, 1055, 3363]",Galio,"[3152, 3157, 0, 3135, 3020, 1056, 3340]",Volibear,"[6632, 1037, 3065, 3158, 3044, 3742, 3364]",Akali,"[3020, 1056, 4633, 3041, 3165, 3157, 3340]",True,Nautilus,"[3860, 3190, 2055, 3047, 3076, 1028, 3364]",Kalista,"[6672, 3153, 3006, 3086, 1055, 1042, 3363]",Qiyana,"[6693, 2033, 3042, 3035, 1036, 3158, 3364]",Nidalee,"[6655, 4630, 3157, 0, 1082, 3020, 3364]",DrMundo,"[8001, 3065, 3068, 1054, 3111, 3076, 3363]"
False,Janna,"[2065, 3853, 3011, 3158, 1082, 3108, 3364]",Varus,"[1055, 6691, 3158, 3042, 3814, 2055, 3363]",Galio,"[3152, 3041, 1058, 3135, 1058, 3020, 3364]",Kindred,"[6672, 6676, 2031, 3031, 3006, 1018, 3364]",Jax,"[3153, 2033, 3078, 3091, 1037, 3158, 3340]",True,Pantheon,"[3864, 6692, 6676, 2055, 3117, 0, 3364]",Samira,"[1055, 6673, 6676, 3047, 1018, 0, 3363]",Sylas,"[6656, 2424, 1056, 3158, 4629, 2055, 3340]",Graves,"[6695, 6671, 6676, 1001, 1037, 1038, 3364]",Kennen,"[3152, 3157, 1055, 3020, 3108, 3067, 3340]"
True,Braum,"[3067, 3105, 3857, 0, 3111, 0, 3364]",Tristana,"[3006, 6672, 3046, 1055, 1038, 2055, 3363]",Leblanc,"[2033, 6655, 3020, 1056, 3165, 0, 3340]",Volibear,"[3158, 6632, 2055, 3157, 1028, 0, 3364]",Ornn,"[2055, 2033, 7005, 3111, 3075, 0, 3340]",False,Rakan,"[3853, 2065, 0, 1082, 1028, 3111, 3364]",Ashe,"[1055, 3091, 0, 1053, 3006, 6670, 3363]",Viktor,"[1056, 1082, 6655, 3100, 3020, 1058, 3363]",Trundle,"[6632, 3047, 3053, 3076, 1028, 0, 3364]",DrMundo,"[1054, 6662, 8001, 0, 3111, 3801, 3340]"
True,Sona,"[2065, 3853, 3011, 3158, 1052, 1052, 3364]",Syndra,"[6655, 0, 3070, 1052, 1056, 3020, 3363]",Lucian,"[6671, 2031, 1055, 3133, 3006, 1018, 3340]",Viego,"[6632, 2055, 2031, 3044, 3047, 1028, 3364]",Illaoi,"[2033, 2420, 6630, 3047, 3076, 0, 3340]",False,Janna,"[2065, 3853, 2031, 1082, 3011, 3158, 3364]",Twitch,"[2031, 6671, 6676, 1036, 1036, 3006, 3363]",Zoe,"[2033, 4628, 3041, 3020, 1052, 6655, 3363]",LeeSin,"[3053, 2055, 1038, 0, 3158, 6630, 3340]",Tryndamere,"[6672, 1055, 3153, 3006, 1037, 1018, 3340]"
True,Pyke,"[6691, 3179, 2420, 3009, 3134, 3857, 3364]",Caitlyn,"[1055, 2055, 3006, 6676, 6691, 3036, 3363]",Qiyana,"[6693, 6695, 3158, 6694, 3070, 0, 3364]",Shyvana,"[3157, 4636, 3115, 4629, 3165, 3020, 3364]",Shen,"[3068, 3075, 3067, 1029, 3047, 0, 3340]",False,Leona,"[3009, 3109, 2055, 3190, 3857, 0, 3364]",Kaisa,"[6676, 6671, 3036, 3094, 0, 3006, 3363]",Vladimir,"[3152, 3135, 3089, 2055, 1082, 3020, 3363]",LeeSin,"[3053, 0, 6630, 3026, 3047, 6333, 3340]",MonkeyKing,"[6632, 3071, 6609, 3047, 3044, 1037, 3340]"
True,Seraphine,"[6655, 3157, 3040, 1058, 0, 3158, 3363]",Ezreal,"[3158, 2421, 3110, 3042, 3078, 3074, 3363]",Karma,"[3157, 3222, 2055, 6617, 3158, 3853, 3364]",JarvanIV,"[6630, 3193, 3026, 3053, 3047, 0, 3364]",Aatrox,"[6630, 3026, 3071, 6333, 3047, 1036, 3340]",False,Leona,"[3190, 4643, 3860, 8001, 3117, 1028, 3364]",Karthus,"[3040, 6655, 3089, 1082, 3165, 3020, 3363]",Qiyana,"[6693, 6695, 3042, 3158, 6694, 3814, 3364]",Khazix,"[6693, 3814, 6694, 6695, 3111, 3133, 3364]",Camille,"[3074, 6632, 3053, 3026, 3047, 6609, 3340]"
False,Bard,"[3111, 3157, 4005, 3853, 3067, 2055, 3364]",Ezreal,"[3110, 3042, 3140, 3158, 6694, 6632, 3363]",Ryze,"[3040, 6656, 3157, 3158, 3165, 2055, 3363]",Khazix,"[3158, 3140, 1037, 6691, 3814, 6695, 3364]",Viego,"[3153, 6632, 2420, 1038, 3053, 3047, 3364]",True,Leona,"[2055, 3190, 8001, 3857, 1028, 3111, 3364]",Twitch,"[3006, 6671, 6676, 3036, 1037, 1018, 3363]",Pyke,"[3814, 3134, 6333, 3047, 6691, 6695, 3364]",Skarner,"[8001, 3742, 3158, 1011, 3076, 6662, 3364]",Yone,"[3026, 3006, 3031, 6673, 3033, 1031, 3340]"
False,Brand,"[3853, 3108, 1082, 6653, 0, 3020, 3364]",Caitlyn,"[1055, 6691, 6676, 3006, 1018, 0, 3363]",Gangplank,"[2033, 3078, 3158, 3074, 0, 0, 3340]",Graves,"[2055, 2031, 3047, 6692, 3035, 0, 3364]",Fiora,"[1055, 6630, 2055, 1001, 1036, 1037, 3340]",True,Velkoz,"[3851, 6653, 2055, 0, 2003, 0, 3364]",Ziggs,"[3070, 3108, 1001, 0, 3802, 1056, 3340]",Yasuo,"[3086, 2031, 1018, 1055, 1042, 3006, 3340]",Kayn,"[6695, 6029, 2031, 3158, 1036, 0, 3364]",Malphite,"[1082, 3076, 6660, 1001, 1029, 2033, 3340]"
True,Gragas,"[2421, 3860, 3190, 3108, 3158, 2055, 3364]",Aphelios,"[1055, 6671, 1053, 3085, 3006, 1036, 3363]",Vladimir,"[4629, 3152, 1052, 3108, 1082, 3158, 3340]",Khazix,"[0, 6693, 3814, 3158, 1036, 1036, 3364]",Illaoi,"[6632, 3071, 1033, 3111, 1029, 0, 3340]",False,Rell,"[8001, 3067, 3860, 3009, 1033, 2055, 3364]",Tristana,"[1055, 6672, 3094, 1038, 1018, 3006, 3363]",Orianna,"[6653, 3191, 3165, 3070, 3020, 0, 3363]",Nidalee,"[4636, 3157, 3041, 4630, 3020, 1026, 3364]",Sion,"[3077, 3076, 3047, 6662, 3181, 1011, 3364]"
False,Leona,"[3009, 4643, 3857, 3067, 3076, 8001, 3364]",Malphite,"[3047, 1056, 3075, 3082, 3068, 1029, 3340]",Taliyah,"[4632, 3108, 3157, 3135, 3020, 6655, 3340]",LeeSin,"[3026, 6630, 3053, 3123, 3133, 3047, 3340]",Draven,"[6695, 6673, 1055, 3047, 1037, 3036, 3363]",True,Karma,"[3853, 2065, 2031, 3011, 3158, 0, 3364]",Twitch,"[1055, 6671, 3036, 1037, 3134, 3006, 3363]",Talon,"[6630, 3133, 6695, 3158, 2055, 1036, 3364]",Khazix,"[3071, 3047, 6630, 1036, 1036, 6694, 3364]",Sylas,"[6656, 3157, 1052, 4629, 1082, 3158, 3363]"
False,Maokai,"[3855, 0, 1057, 1011, 3742, 3009, 3364]",Twitch,"[6676, 6671, 3036, 1038, 0, 3006, 3363]",Yasuo,"[3031, 3006, 6673, 3033, 0, 0, 3340]",Nidalee,"[3165, 3157, 1026, 3041, 4636, 3020, 3364]",Vladimir,"[3020, 4629, 3152, 1052, 1056, 2055, 3340]",True,Pyke,"[3855, 3142, 3133, 3117, 6691, 3179, 3364]",Ashe,"[1055, 3006, 1083, 6673, 3091, 0, 3363]",Ryze,"[2420, 2420, 2420, 2420, 2420, 2420, 3363]",Zac,"[2031, 6662, 8001, 2055, 3158, 1028, 3364]",Fiora,"[3508, 6630, 3077, 3111, 1055, 3133, 3340]"
False,Brand,"[1026, 6653, 3853, 4637, 3020, 3916, 3364]",Twitch,"[6676, 6671, 2420, 3031, 3036, 3006, 3363]",Leblanc,"[6655, 0, 3041, 3089, 3135, 3020, 3364]",Sejuani,"[3083, 3110, 0, 3158, 6662, 3075, 3364]",Camille,"[3748, 3026, 3053, 6632, 3047, 3082, 3340]",True,Blitzcrank,"[3860, 2065, 3109, 4643, 3107, 3009, 3364]",Ezreal,"[1029, 3042, 6694, 3074, 6632, 3158, 3363]",Yone,"[3091, 6673, 3111, 3031, 3082, 1029, 3363]",Trundle,"[6632, 3748, 3211, 0, 3111, 3083, 3364]",Pantheon,"[6630, 2421, 3053, 3111, 3153, 1029, 3363]"
False,Zilean,"[3158, 3853, 2055, 0, 1082, 2065, 3364]",Ziggs,"[6653, 2422, 2010, 3070, 2055, 1056, 3340]",Jhin,"[3009, 6671, 3134, 1018, 2055, 1055, 3363]",Kayn,"[1001, 1029, 0, 6630, 0, 0, 3364]",Riven,"[1031, 2031, 6630, 3123, 3158, 3133, 3340]",True,Braum,"[3067, 3047, 3105, 0, 3855, 0, 3364]",Tristana,"[1055, 6670, 2031, 1037, 1001, 0, 3340]",Leblanc,"[1082, 2033, 3802, 1001, 1052, 1026, 3340]",LeeSin,"[6029, 2031, 0, 3044, 3133, 2422, 3340]",Fiora,"[1055, 0, 6630, 0, 1001, 0, 3340]"
False,Zilean,"[3158, 3853, 4643, 1082, 3011, 2065, 3364]",Vayne,"[6673, 3091, 1042, 0, 1055, 3006, 3363]",Syndra,"[3102, 2421, 0, 3020, 6655, 4630, 3363]",Viego,"[3026, 2055, 3153, 3111, 6632, 3053, 3364]",Sion,"[3082, 6662, 3748, 3111, 1033, 3181, 3364]",True,Sona,"[6617, 3853, 6616, 3158, 3067, 0, 3364]",Ashe,"[1055, 6673, 3091, 3035, 0, 3006, 3363]",Kennen,"[1011, 3152, 3157, 3135, 3020, 1026, 3364]",Khazix,"[6691, 6695, 3047, 1036, 1036, 0, 3364]",Malphite,"[2033, 2055, 3047, 3075, 3082, 6662, 3340]"
True,Zyra,"[2055, 0, 0, 3853, 6653, 3020, 3364]",Jhin,"[6671, 2031, 3134, 2055, 3009, 0, 3363]",Kassadin,"[1082, 2031, 3110, 3070, 1001, 4635, 3340]",RekSai,"[0, 6693, 2031, 3111, 1036, 1036, 3364]",Gangplank,"[2033, 3508, 0, 1036, 3009, 1036, 3340]",False,Pantheon,"[2033, 6692, 3071, 2055, 3158, 0, 3363]",Ashe,"[1055, 1057, 6673, 3006, 3051, 0, 3340]",Velkoz,"[3853, 3158, 4636, 3145, 0, 1082, 3364]",Nidalee,"[4636, 2031, 3020, 3041, 1029, 1052, 3364]",Tryndamere,"[1055, 2031, 6672, 3006, 6675, 1036, 3340]"
False,Zyra,"[1026, 3853, 1052, 3020, 1011, 6653, 3364]",Tristana,"[1055, 3046, 3006, 3031, 0, 6672, 3363]",Leblanc,"[3191, 6655, 3020, 3089, 0, 0, 3363]",Khazix,"[6691, 3814, 6695, 3035, 1036, 3158, 3364]",Akali,"[3157, 3152, 3135, 1058, 3041, 3020, 3340]",True,Rakan,"[2065, 3158, 3114, 3853, 2055, 3067, 3364]",Ashe,"[1055, 3046, 6673, 3091, 0, 3006, 3363]",Ekko,"[2033, 3115, 1082, 3152, 3020, 0, 3340]",Shyvana,"[2055, 3102, 2421, 3020, 3115, 4636, 3364]",Sett,"[3053, 6631, 3111, 1029, 0, 0, 3364]"
False,Trundle,"[3857, 3047, 1011, 4005, 3067, 2055, 3364]",Kalista,"[1055, 2031, 3091, 6670, 1053, 3006, 3363]",Velkoz,"[2031, 6655, 1056, 3020, 3145, 1058, 3364]",Khazix,"[6691, 0, 3158, 3134, 1036, 1028, 3364]",Renekton,"[1055, 6630, 3067, 3111, 3053, 0, 3340]",True,Yuumi,"[3853, 6617, 3916, 1082, 0, 0, 3364]",Ezreal,"[0, 3133, 1036, 2422, 3070, 6632, 3363]",Leblanc,"[6655, 3020, 4630, 1026, 0, 2055, 3364]",MasterYi,"[6691, 2031, 1018, 3134, 3006, 0, 3340]",Teemo,"[1056, 3020, 1082, 3115, 4635, 1026, 3363]"
True,Thresh,"[2055, 3860, 8001, 3117, 3067, 3105, 3364]",Kaisa,"[4629, 1058, 0, 3020, 3042, 6655, 3363]",Sylas,"[6656, 3157, 3102, 3916, 3111, 0, 3363]",LeeSin,"[3111, 2055, 3053, 6630, 0, 3071, 3340]",Irelia,"[6609, 3047, 3153, 3091, 3053, 6632, 3364]",False,Braum,"[3860, 3190, 8001, 0, 0, 3009, 3364]",Tristana,"[1018, 6671, 3123, 6676, 3006, 3031, 3363]",Xerath,"[6655, 4628, 1082, 3020, 3089, 3916, 3363]",FiddleSticks,"[3157, 3020, 3165, 4630, 0, 4636, 3330]",Urgot,"[1055, 3123, 3047, 3071, 3748, 6662, 3363]"
True,Thresh,"[3190, 3857, 2055, 3117, 3067, 0, 3364]",Xayah,"[1055, 6672, 3006, 3046, 3036, 0, 3363]",Sylas,"[6656, 3157, 2055, 3108, 3158, 1082, 3340]",Nidalee,"[4636, 2031, 3158, 3157, 1026, 0, 3364]",Darius,"[2031, 6631, 3044, 1037, 3047, 1054, 3340]",False,Nautilus,"[3190, 3860, 2055, 3111, 1011, 3067, 3364]",Cassiopeia,"[3157, 6653, 3040, 1052, 0, 0, 3340]",Qiyana,"[3042, 6693, 2031, 3158, 6695, 0, 3364]",LeeSin,"[6630, 2055, 3053, 3111, 6609, 3133, 3340]",Urgot,"[6631, 0, 3047, 3075, 3748, 0, 3340]"
True,Zilean,"[2420, 3851, 2065, 2055, 3158, 0, 3364]",KogMaw,"[1055, 3085, 3091, 3006, 1028, 0, 3340]",Kassadin,"[3070, 1058, 6656, 1082, 3158, 1052, 3364]",Nocturne,"[2031, 0, 1037, 3158, 3134, 6691, 3363]",Urgot,"[1055, 3071, 3111, 3077, 1011, 3123, 3340]",False,Sona,"[2065, 3853, 0, 3158, 6616, 0, 3364]",Ezreal,"[3042, 3078, 3158, 3024, 1029, 2055, 3363]",Kayle,"[1058, 1056, 3006, 3115, 4633, 3041, 3363]",Khazix,"[6691, 3047, 6676, 3133, 1036, 2055, 3364]",Chogath,"[6662, 1056, 3075, 3047, 4401, 2055, 3363]"
False,Braum,"[3047, 3067, 3855, 1033, 1029, 0, 3364]",Ashe,"[1055, 6677, 2055, 6673, 3006, 0, 3340]",Lucian,"[3006, 2031, 6671, 2055, 3086, 0, 3340]",Kayn,"[2422, 6630, 2031, 1036, 0, 0, 3364]",Vladimir,"[3145, 1056, 0, 3020, 0, 0, 3340]",True,Nautilus,"[1028, 3047, 3858, 1029, 0, 0, 3340]",Draven,"[1055, 3134, 1036, 0, 1036, 0, 3340]",MasterYi,"[3006, 2031, 2055, 1036, 3134, 0, 3340]",Nunu,"[1039, 2031, 1001, 3041, 0, 0, 3340]",Gangplank,"[2033, 3051, 3057, 3067, 1001, 0, 3340]"
True,Thresh,"[3860, 3117, 3050, 3190, 1029, 0, 3364]",Jinx,"[0, 0, 0, 0, 0, 0, 0]",Zed,"[2031, 3158, 6693, 3036, 6695, 1018, 3340]",Nidalee,"[4636, 4630, 3020, 3157, 0, 0, 3364]",Darius,"[3193, 8001, 3111, 3078, 3053, 1033, 3340]",False,Nunu,"[1039, 0, 3190, 3075, 3047, 0, 3364]",Kaisa,"[3031, 1018, 3046, 6672, 3006, 3035, 3363]",Ekko,"[3152, 3157, 2055, 3041, 3089, 3020, 3364]",Lulu,"[2065, 3853, 0, 3114, 3158, 3011, 3364]",Sett,"[6630, 3047, 3053, 1028, 0, 0, 3364]"
False,Alistar,"[3117, 0, 3190, 3109, 1028, 3860, 3364]",Kaisa,"[6672, 3006, 3091, 1042, 3036, 1042, 3363]",Qiyana,"[6692, 6695, 2055, 3134, 6694, 3158, 3364]",Nidalee,"[4636, 3020, 3157, 4628, 3135, 1082, 3364]",DrMundo,"[8001, 3075, 3047, 6662, 3065, 3105, 3340]",True,Thresh,"[3857, 3158, 3801, 2055, 3190, 0, 3364]",Karthus,"[6653, 3157, 3916, 3135, 0, 3020, 3363]",Graves,"[1055, 0, 6692, 3036, 3047, 3033, 3340]",Kindred,"[6672, 3046, 3006, 3031, 0, 0, 3364]",MonkeyKing,"[6632, 3053, 3748, 3123, 3047, 3133, 3340]"
True,Nami,"[3851, 6617, 3070, 2422, 0, 0, 3364]",Ezreal,"[1055, 6632, 3070, 3133, 3158, 0, 3340]",Syndra,"[1056, 3158, 3070, 1026, 3802, 0, 3340]",Nidalee,"[3145, 3020, 1028, 1026, 0, 0, 3364]",Yone,"[1054, 2031, 1018, 6670, 3006, 0, 3340]",False,Karma,"[3158, 2065, 3851, 2055, 2031, 3916, 3364]",KogMaw,"[1055, 3006, 3091, 3086, 1042, 1042, 3340]",Ekko,"[3111, 2033, 1082, 3152, 3057, 1052, 3340]",Volibear,"[0, 3111, 1042, 1042, 6632, 1026, 3364]",Camille,"[1055, 1083, 2031, 3078, 1036, 2422, 3340]"
True,Sona,"[2065, 3853, 3158, 3916, 1004, 2055, 3364]",Ezreal,"[1055, 3042, 6632, 3158, 3133, 3035, 3363]",Irelia,"[2420, 0, 3111, 6632, 1031, 3153, 3363]",Viego,"[3111, 6632, 3091, 2055, 1043, 1036, 3364]",Ryze,"[6656, 3157, 3040, 4630, 1026, 3111, 3363]",False,Leona,"[3860, 3190, 0, 3117, 3067, 1011, 3364]",Tristana,"[6672, 3026, 3046, 3031, 1018, 3006, 3363]",Jayce,"[6694, 2033, 3123, 0, 3047, 6692, 3363]",Nidalee,"[4636, 4630, 3157, 1082, 0, 3020, 3364]",Lillia,"[3070, 3157, 3916, 3158, 4633, 4629, 3340]"
True,Yuumi,"[6616, 2065, 3853, 1057, 0, 0, 3364]",Ezreal,"[3158, 3078, 3042, 0, 0, 1055, 3363]",Lucian,"[6671, 3057, 6694, 1055, 3111, 0, 3363]",Khazix,"[6692, 6609, 3133, 1036, 3158, 6695, 3364]",Yasuo,"[3006, 1037, 6673, 1055, 1018, 1038, 3340]",False,Twitch,"[3158, 0, 3853, 1082, 4633, 3115, 3364]",Cassiopeia,"[3040, 6656, 3157, 3916, 0, 4629, 3340]",Graves,"[6692, 3031, 6676, 3036, 3047, 1036, 3340]",LeeSin,"[1036, 3082, 3067, 6630, 0, 3047, 3340]",Irelia,"[1055, 1036, 6630, 3047, 3153, 0, 3363]"
True,Pyke,"[3857, 6693, 3009, 3179, 3134, 1037, 3364]",Vayne,"[3091, 0, 6672, 3111, 3124, 3046, 3363]",Akshan,"[6676, 3111, 3091, 6672, 1036, 0, 3363]",Elise,"[4636, 3100, 3020, 1026, 1028, 3102, 3364]",Camille,"[3053, 1038, 1036, 3074, 3111, 6632, 3340]",False,Nautilus,"[3860, 3190, 0, 3117, 3067, 8001, 3364]",Kaisa,"[3085, 6671, 6676, 3031, 2421, 3006, 3363]",Leblanc,"[3135, 6655, 3089, 1082, 1052, 3020, 3364]",Nidalee,"[3041, 3157, 3089, 3135, 4636, 3020, 3364]",Irelia,"[1055, 3044, 6630, 3047, 3153, 2421, 3363]"
False,Nautilus,"[3860, 2055, 3190, 3009, 3001, 1028, 3364]",LeeSin,"[3111, 3053, 6630, 3133, 3211, 3067, 3340]",Sylas,"[3157, 3158, 3089, 3041, 4629, 6656, 3340]",Kindred,"[1055, 6632, 3006, 3091, 1042, 1042, 3363]",Fiora,"[6630, 3074, 0, 1055, 1037, 3009, 3363]",True,Maokai,"[3009, 2055, 3860, 3742, 3076, 1011, 3364]",Ashe,"[1055, 6673, 3006, 3091, 1042, 2055, 3363]",Anivia,"[1056, 3070, 4630, 3157, 6653, 3020, 3340]",Nidalee,"[3135, 4636, 3157, 3916, 3020, 1026, 3364]",Gangplank,"[3078, 3074, 2033, 3047, 6609, 3044, 3340]"
True,Yuumi,"[3850, 2055, 0, 0, 0, 0, 3340]",Ziggs,"[2010, 0, 0, 0, 0, 0, 0]",Akshan,"[1055, 0, 0, 0, 0, 0, 3340]",LeeSin,"[1035, 2031, 0, 0, 0, 0, 3340]",Kayle,"[2003, 1056, 0, 0, 0, 0, 3340]",False,Lulu,"[3850, 2003, 0, 0, 0, 0, 3340]",Vayne,"[1055, 2003, 0, 0, 0, 0, 3340]",Sett,"[1054, 0, 2003, 0, 0, 0, 3340]",Kindred,"[1035, 2031, 0, 0, 0, 0, 3364]",Mordekaiser,"[1054, 1028, 0, 0, 0, 0, 3340]"
